ESTUDIANTE,PERIODO,PERIODO_KEY,facultad,carrera,nivel,materias_cursadas,promedio_periodo,asistencia_prom,reprobadas,aprobadas,max_no_vez,repitencia_prom,tasa_reprobacion,es_ultimo_periodo,DESERCION_NEXT
Estudiante 152,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.714285714285714,82.0,0,7,1,1.0,0.0,False,0
Estudiante 152,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,7,9.65,97.42857142857144,0,7,1,1.0,0.0,False,0
Estudiante 153,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.187142857142858,97.42857142857144,1,6,1,1.0,0.1428571428571428,False,0
Estudiante 153,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,6,7.986666666666667,98.5,1,5,2,1.1666666666666667,0.1666666666666666,False,0
Estudiante 153,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,3,6,8.888333333333334,97.83333333333331,0,6,2,1.1666666666666667,0.0,False,0
Estudiante 154,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.002857142857142,91.14285714285714,1,6,1,1.0,0.1428571428571428,False,0
Estudiante 154,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,6,7.3066666666666675,77.16666666666667,1,5,2,1.1666666666666667,0.1666666666666666,False,0
Estudiante 154,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,3,6,6.8933333333333335,68.83333333333333,1,5,2,1.1666666666666667,0.1666666666666666,False,0
Estudiante 155,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.374285714285714,98.57142857142856,1,6,1,1.0,0.1428571428571428,False,0
Estudiante 155,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,6,7.946666666666666,93.66666666666669,0,6,1,1.0,0.0,False,0
Estudiante 156,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,6.634285714285714,80.85714285714286,1,6,1,1.0,0.1428571428571428,False,0
Estudiante 156,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,6,2.631666666666667,38.0,6,0,1,1.0,1.0,False,0
Estudiante 157,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,7.794285714285714,98.14285714285714,1,6,1,1.0,0.1428571428571428,False,0
Estudiante 157,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,6,7.73,95.5,1,5,2,1.1666666666666667,0.1666666666666666,False,0
Estudiante 157,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,3,6,8.01,97.83333333333331,0,6,2,1.1666666666666667,0.0,False,0
Estudiante 158,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.178571428571429,99.0,1,6,1,1.0,0.1428571428571428,False,0
Estudiante 158,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,6,7.768333333333333,96.5,1,5,2,1.1666666666666667,0.1666666666666666,False,0
Estudiante 158,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,3,6,8.458333333333334,92.66666666666669,0,6,2,1.1666666666666667,0.0,False,0
Estudiante 159,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,7.707142857142857,97.14285714285714,1,6,1,1.0,0.1428571428571428,False,0
Estudiante 159,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,6,7.48,96.66666666666669,2,4,2,1.1666666666666667,0.3333333333333333,False,0
Estudiante 159,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,3,4,8.6775,92.75,0,4,2,1.25,0.0,False,0
Estudiante 16,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,6.882857142857143,79.14285714285714,1,6,1,1.0,0.1428571428571428,False,0
Estudiante 160,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,7.841428571428572,93.57142857142856,1,6,1,1.0,0.1428571428571428,False,0
Estudiante 160,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,6,4.581666666666666,52.0,3,3,1,1.0,0.5,False,0
Estudiante 161,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,7.591428571428572,99.57142857142856,1,6,1,1.0,0.1428571428571428,False,0
Estudiante 161,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,6,8.200000000000001,98.16666666666669,0,6,2,1.1666666666666667,0.0,False,0
Estudiante 161,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,3,6,8.241666666666667,97.83333333333331,0,6,1,1.0,0.0,False,0
Estudiante 162,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.138571428571428,97.42857142857144,1,6,1,1.0,0.1428571428571428,False,0
Estudiante 162,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,6,6.971666666666667,76.33333333333333,1,5,1,1.0,0.1666666666666666,False,0
Estudiante 163,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,1,8.72,97.0,0,1,1,1.0,0.0,False,0
Estudiante 163,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,1,5.93,92.0,1,0,1,1.0,1.0,True,1
Estudiante 164,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,1,8.18,96.0,0,1,1,1.0,0.0,True,1
Estudiante 165,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,1,7.87,96.0,0,1,1,1.0,0.0,True,1
Estudiante 166,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,1,2.61,62.0,1,0,1,1.0,1.0,True,1
Estudiante 167,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,1,7.96,81.0,0,1,2,2.0,0.0,True,1
Estudiante 168,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,1,0.0,0.0,1,0,1,1.0,1.0,True,1
Estudiante 169,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,1,8.16,96.0,0,1,1,1.0,0.0,True,1
Estudiante 17,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,9.381428571428572,98.42857142857144,0,7,1,1.0,0.0,False,0
Estudiante 170,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,1,5.2,84.0,1,0,1,1.0,1.0,True,1
Estudiante 171,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,1,6.65,90.0,1,0,1,1.0,1.0,True,1
Estudiante 172,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,1,8.05,96.0,0,1,1,1.0,0.0,False,0
Estudiante 173,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,1,8.2,81.0,0,1,1,1.0,0.0,True,1
Estudiante 174,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,1,5.73,96.0,1,0,1,1.0,1.0,True,1
Estudiante 175,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,1,0.0,0.0,1,0,2,2.0,1.0,True,1
Estudiante 176,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,1,6.94,100.0,1,0,1,1.0,1.0,True,1
Estudiante 177,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,1,8.26,94.0,0,1,1,1.0,0.0,True,1
Estudiante 178,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.822857142857144,99.42857142857144,0,7,1,1.0,0.0,False,0
Estudiante 178,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,2,9.775,47.0,0,2,1,1.0,0.0,False,0
Estudiante 179,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,1,0.0,0.0,1,0,1,1.0,1.0,True,1
Estudiante 18,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,9.25,98.42857142857144,0,7,1,1.0,0.0,False,0
Estudiante 180,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,1,6.56,100.0,1,0,1,1.0,1.0,True,1
Estudiante 181,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,1,8.48,94.0,0,1,1,1.0,0.0,True,1
Estudiante 182,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.142857142857142,99.42857142857144,0,7,1,1.0,0.0,False,0
Estudiante 182,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,7,8.088571428571429,89.85714285714286,1,6,1,1.0,0.1428571428571428,False,0
Estudiante 182,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,3,5,8.626000000000001,90.8,0,5,2,1.2,0.0,False,0
Estudiante 183,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.142857142857142,99.57142857142856,0,7,1,1.0,0.0,False,0
Estudiante 183,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,7,7.867142857142857,97.57142857142856,1,6,1,1.0,0.1428571428571428,False,0
Estudiante 183,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,3,5,8.396,100.0,0,5,2,1.2,0.0,False,0
Estudiante 184,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,7.894285714285714,98.0,1,6,1,1.0,0.1428571428571428,False,0
Estudiante 184,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,6,7.361666666666667,96.5,1,5,1,1.0,0.1666666666666666,False,0
Estudiante 184,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,3,4,8.39,96.0,0,4,2,1.25,0.0,False,0
Estudiante 185,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.36,98.42857142857144,0,7,1,1.0,0.0,False,0
Estudiante 185,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,7,7.908571428571428,97.0,1,6,1,1.0,0.1428571428571428,False,0
Estudiante 185,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,3,5,8.706,100.0,0,5,2,1.2,0.0,False,0
Estudiante 186,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.022857142857143,99.0,0,7,1,1.0,0.0,False,0
Estudiante 186,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,7,7.764285714285714,97.57142857142856,1,6,1,1.0,0.1428571428571428,False,0
Estudiante 186,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,3,5,8.809999999999999,99.2,0,5,2,1.2,0.0,False,0
Estudiante 187,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.077142857142857,97.42857142857144,0,7,1,1.0,0.0,False,0
Estudiante 187,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,7,7.791428571428571,97.85714285714286,1,6,1,1.0,0.1428571428571428,False,0
Estudiante 187,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,3,5,8.7,98.8,0,5,2,1.2,0.0,False,0
Estudiante 188,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.26,98.0,0,7,1,1.0,0.0,False,0
Estudiante 188,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,7,7.87,85.0,1,6,1,1.0,0.1428571428571428,False,0
Estudiante 188,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,3,5,8.738,90.0,0,5,2,1.2,0.0,False,0
Estudiante 189,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.961428571428572,96.71428571428572,0,7,1,1.0,0.0,False,0
Estudiante 189,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,7,8.282857142857143,95.42857142857144,0,7,1,1.0,0.0,False,0
Estudiante 189,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,3,6,8.908333333333333,93.66666666666669,0,6,1,1.0,0.0,False,0
Estudiante 19,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.905714285714286,98.42857142857144,0,7,1,1.0,0.0,False,0
Estudiante 190,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.58,100.0,0,7,1,1.0,0.0,False,0
Estudiante 190,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,7,7.988571428571428,97.57142857142856,0,7,1,1.0,0.0,False,0
Estudiante 190,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,3,6,8.876666666666667,97.66666666666669,0,6,1,1.0,0.0,False,0
Estudiante 191,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.791428571428572,100.0,0,7,1,1.0,0.0,False,0
Estudiante 191,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,7,8.431428571428572,97.28571428571428,0,7,1,1.0,0.0,False,0
Estudiante 191,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,3,6,9.348333333333334,97.66666666666669,0,6,1,1.0,0.0,False,0
Estudiante 192,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,9.302857142857144,100.0,0,7,1,1.0,0.0,False,0
Estudiante 192,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,7,8.211428571428572,94.14285714285714,0,7,1,1.0,0.0,False,0
Estudiante 192,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,3,6,8.363333333333333,91.0,0,6,1,1.0,0.0,False,0
Estudiante 193,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,9.088571428571427,99.0,0,7,1,1.0,0.0,False,0
Estudiante 193,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,7,8.832857142857142,98.42857142857144,0,7,1,1.0,0.0,False,0
Estudiante 193,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,3,6,9.198333333333332,99.33333333333331,0,6,1,1.0,0.0,False,0
Estudiante 194,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.972857142857142,100.0,0,7,1,1.0,0.0,False,0
Estudiante 194,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,7,7.825714285714286,95.42857142857144,0,7,1,1.0,0.0,False,0
Estudiante 194,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,3,6,0.2133333333333333,19.33333333333333,6,0,1,1.0,1.0,True,1
Estudiante 195,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.885714285714286,100.0,0,7,1,1.0,0.0,False,0
Estudiante 195,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,7,8.680000000000001,98.42857142857144,0,7,1,1.0,0.0,False,0
Estudiante 195,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,3,6,9.361666666666666,99.33333333333331,0,6,1,1.0,0.0,False,0
Estudiante 196,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,9.25,98.0,0,7,1,1.0,0.0,False,0
Estudiante 196,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,7,9.185714285714283,98.42857142857144,0,7,1,1.0,0.0,False,0
Estudiante 196,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,3,6,9.645,100.0,0,6,1,1.0,0.0,False,0
Estudiante 197,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.394285714285713,100.0,0,7,1,1.0,0.0,False,0
Estudiante 197,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,7,8.252857142857142,98.42857142857144,0,7,1,1.0,0.0,False,0
Estudiante 197,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,3,6,9.273333333333332,98.66666666666669,0,6,1,1.0,0.0,False,0
Estudiante 198,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.51142857142857,100.0,0,7,1,1.0,0.0,False,0
Estudiante 198,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,7,8.717142857142857,98.42857142857144,0,7,1,1.0,0.0,False,0
Estudiante 198,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,3,6,8.905,97.16666666666669,0,6,1,1.0,0.0,False,0
Estudiante 199,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.278571428571428,99.42857142857144,0,7,1,1.0,0.0,False,0
Estudiante 199,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,7,8.094285714285714,91.14285714285714,0,7,1,1.0,0.0,False,0
Estudiante 199,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,3,6,9.081666666666663,96.33333333333331,0,6,1,1.0,0.0,False,0
Estudiante 2,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,7.721428571428571,93.28571428571428,1,6,1,1.0,0.1428571428571428,False,0
Estudiante 2,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,4,6.737500000000001,68.0,1,3,2,1.25,0.25,False,0
Estudiante 20,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,0.0,0.0,7,0,1,1.0,1.0,True,1
Estudiante 200,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.532857142857143,97.0,0,7,1,1.0,0.0,False,0
